E:\MCA Final Project\Data\IMG\center_2023_05_15_17_20_26_454.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_17_20_26_454.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_17_20_26_454.jpg, 0, 0, 0, 7.817458E-05
E:\MCA Final Project\Data\IMG\center_2023_05_15_17_20_26_557.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_17_20_26_557.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_17_20_26_557.jpg, 0, 0, 0, 7.825236E-05
E:\MCA Final Project\Data\IMG\center_2023_05_15_17_20_26_657.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_17_20_26_657.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_17_20_26_657.jpg, 0, 0, 0, 7.813385E-05
E:\MCA Final Project\Data\IMG\center_2023_05_15_17_20_26_759.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_17_20_26_759.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_17_20_26_759.jpg, 0, 0, 0, 8.080869E-05
E:\MCA Final Project\Data\IMG\center_2023_05_15_17_20_26_860.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_17_20_26_860.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_17_20_26_860.jpg, 0, 0, 0, 7.869808E-05
E:\MCA Final Project\Data\IMG\center_2023_05_15_17_20_26_962.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_17_20_26_962.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_17_20_26_962.jpg, 0, 0, 0, 8.079251E-05
E:\MCA Final Project\Data\IMG\center_2023_05_15_17_20_27_064.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_17_20_27_064.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_17_20_27_064.jpg, 0, 0, 0, 7.891856E-05
E:\MCA Final Project\Data\IMG\center_2023_05_15_17_20_27_164.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_17_20_27_164.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_17_20_27_164.jpg, 0, 0, 0, 8.133116E-05
E:\MCA Final Project\Data\IMG\center_2023_05_15_17_20_27_264.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_17_20_27_264.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_17_20_27_264.jpg, 0, 0, 0, 7.852713E-05
E:\MCA Final Project\Data\IMG\center_2023_05_15_17_20_27_366.jpg, E:\MCA Final Project\Data\IMG\left_2023_05_15_17_20_27_366.jpg, E:\MCA Final Project\Data\IMG\right_2023_05_15_17_20_27_366.jpg, 0, 0, 0, 7.845408E-05
